CMDLINE /usr/bin/python3 ./sl.py
MEM 106.050781 1569367478.7510
MEM 106.050781 1569367478.8514
MEM 106.050781 1569367478.9518
MEM 106.050781 1569367479.0523
MEM 106.050781 1569367479.1527
MEM 106.050781 1569367479.2533
MEM 106.050781 1569367479.3537
MEM 106.050781 1569367479.4541
MEM 106.050781 1569367479.5546
MEM 106.050781 1569367479.6550
MEM 106.050781 1569367479.7555
MEM 106.050781 1569367479.8559
MEM 106.050781 1569367479.9564
MEM 106.050781 1569367480.0568
MEM 106.050781 1569367480.1572
MEM 106.050781 1569367480.2577
MEM 106.050781 1569367480.3581
MEM 106.050781 1569367480.4585
MEM 106.050781 1569367480.5589
MEM 106.050781 1569367480.6594
MEM 106.050781 1569367480.7598
MEM 106.050781 1569367480.8602
MEM 106.050781 1569367480.9607
MEM 106.050781 1569367481.0611
MEM 106.050781 1569367481.1615
MEM 106.050781 1569367481.2619
MEM 106.050781 1569367481.3623
MEM 106.050781 1569367481.4628
MEM 106.050781 1569367481.5632
MEM 106.050781 1569367481.6637
MEM 106.050781 1569367481.7641
MEM 106.050781 1569367481.8646
MEM 106.050781 1569367481.9650
MEM 106.050781 1569367482.0654
MEM 106.050781 1569367482.1658
MEM 106.050781 1569367482.2663
MEM 106.050781 1569367482.3667
MEM 106.050781 1569367482.4671
MEM 106.050781 1569367482.5676
MEM 106.050781 1569367482.6680
MEM 106.050781 1569367482.7684
MEM 106.050781 1569367482.8688
MEM 106.050781 1569367482.9692
MEM 106.050781 1569367483.0696
MEM 106.050781 1569367483.1701
MEM 106.050781 1569367483.2705
MEM 106.050781 1569367483.3709
MEM 106.050781 1569367483.4713
MEM 106.050781 1569367483.5728
MEM 106.050781 1569367483.6732
MEM 106.050781 1569367483.7736
MEM 106.050781 1569367483.8741
MEM 106.050781 1569367483.9750
MEM 106.050781 1569367484.0754
MEM 106.050781 1569367484.1762
MEM 106.050781 1569367484.2767
MEM 106.050781 1569367484.3771
MEM 106.050781 1569367484.4775
MEM 106.050781 1569367484.5779
MEM 106.050781 1569367484.6783
MEM 106.050781 1569367484.7788
MEM 106.050781 1569367484.8792
MEM 106.050781 1569367484.9796
MEM 106.050781 1569367485.0801
MEM 106.050781 1569367485.1805
MEM 106.050781 1569367485.2809
MEM 106.050781 1569367485.3814
MEM 106.050781 1569367485.4818
MEM 106.050781 1569367485.5822
MEM 106.050781 1569367485.6826
MEM 106.050781 1569367485.7830
MEM 106.050781 1569367485.8834
MEM 106.050781 1569367485.9838
MEM 106.050781 1569367486.0842
MEM 106.050781 1569367486.1847
MEM 106.050781 1569367486.2852
MEM 106.050781 1569367486.3856
MEM 106.050781 1569367486.4860
MEM 106.050781 1569367486.5865
MEM 106.050781 1569367486.6870
MEM 106.050781 1569367486.7875
MEM 106.050781 1569367486.8879
MEM 106.050781 1569367486.9884
MEM 106.050781 1569367487.0888
MEM 106.050781 1569367487.1892
MEM 106.050781 1569367487.2897
MEM 106.050781 1569367487.3901
MEM 106.050781 1569367487.4905
MEM 106.050781 1569367487.5910
MEM 106.050781 1569367487.6914
MEM 106.050781 1569367487.7918
MEM 106.050781 1569367487.8922
MEM 106.050781 1569367487.9926
MEM 106.050781 1569367488.0929
MEM 106.050781 1569367488.1933
MEM 106.050781 1569367488.2960
MEM 106.050781 1569367488.3965
MEM 106.050781 1569367488.4968
MEM 106.050781 1569367488.5971
MEM 106.050781 1569367488.6976
MEM 106.050781 1569367488.7980
MEM 106.050781 1569367488.8984
MEM 106.050781 1569367488.9988
MEM 106.050781 1569367489.0993
MEM 106.050781 1569367489.1997
MEM 106.050781 1569367489.3001
MEM 106.050781 1569367489.4006
MEM 106.050781 1569367489.5010
MEM 106.050781 1569367489.6014
MEM 106.050781 1569367489.7018
MEM 106.050781 1569367489.8023
MEM 106.050781 1569367489.9027
MEM 106.050781 1569367490.0032
MEM 106.050781 1569367490.1036
MEM 106.050781 1569367490.2040
MEM 106.050781 1569367490.3044
MEM 106.050781 1569367490.4048
MEM 106.050781 1569367490.5052
MEM 106.050781 1569367490.6056
MEM 106.050781 1569367490.7061
MEM 106.050781 1569367490.8065
MEM 106.050781 1569367490.9069
MEM 106.050781 1569367491.0073
MEM 106.050781 1569367491.1078
MEM 106.050781 1569367491.2082
MEM 106.050781 1569367491.3087
MEM 106.050781 1569367491.4092
MEM 106.050781 1569367491.5096
MEM 106.050781 1569367491.6101
MEM 106.050781 1569367491.7105
MEM 106.050781 1569367491.8109
MEM 106.050781 1569367491.9113
MEM 106.050781 1569367492.0118
MEM 106.050781 1569367492.1123
MEM 106.050781 1569367492.2127
MEM 106.050781 1569367492.3131
MEM 106.050781 1569367492.4136
MEM 106.050781 1569367492.5140
MEM 106.050781 1569367492.6144
MEM 106.050781 1569367492.7149
MEM 106.050781 1569367492.8153
MEM 106.050781 1569367492.9157
MEM 106.050781 1569367493.0161
MEM 106.050781 1569367493.1166
MEM 106.050781 1569367493.2170
MEM 106.050781 1569367493.3174
MEM 106.050781 1569367493.4178
MEM 106.050781 1569367493.5182
MEM 106.050781 1569367493.6186
MEM 106.050781 1569367493.7191
MEM 106.050781 1569367493.8211
MEM 106.050781 1569367493.9215
MEM 106.050781 1569367494.0219
MEM 106.050781 1569367494.1224
MEM 106.050781 1569367494.2228
MEM 106.050781 1569367494.3232
MEM 106.050781 1569367494.4236
MEM 106.050781 1569367494.5240
MEM 106.050781 1569367494.6245
MEM 106.050781 1569367494.7248
MEM 106.050781 1569367494.8252
MEM 106.050781 1569367494.9256
MEM 106.050781 1569367495.0260
MEM 106.050781 1569367495.1265
MEM 106.050781 1569367495.2269
MEM 106.050781 1569367495.3273
MEM 106.050781 1569367495.4278
MEM 106.050781 1569367495.5282
MEM 106.050781 1569367495.6287
MEM 106.050781 1569367495.7291
MEM 106.050781 1569367495.8295
MEM 106.050781 1569367495.9300
MEM 106.050781 1569367496.0304
MEM 106.050781 1569367496.1309
MEM 106.050781 1569367496.2313
MEM 106.050781 1569367496.3318
MEM 106.050781 1569367496.4322
MEM 106.050781 1569367496.5326
MEM 106.050781 1569367496.6330
MEM 106.050781 1569367496.7335
MEM 106.050781 1569367496.8339
MEM 106.050781 1569367496.9343
MEM 106.050781 1569367497.0347
MEM 106.050781 1569367497.1351
MEM 106.050781 1569367497.2356
MEM 106.050781 1569367497.3360
MEM 106.050781 1569367497.4364
MEM 106.050781 1569367497.5368
MEM 106.050781 1569367497.6372
MEM 106.050781 1569367497.7376
MEM 106.050781 1569367497.8381
MEM 106.050781 1569367497.9385
MEM 106.050781 1569367498.0389
MEM 106.050781 1569367498.1397
MEM 106.050781 1569367498.2403
MEM 106.050781 1569367498.3408
MEM 106.050781 1569367498.4412
MEM 106.050781 1569367498.5421
MEM 106.050781 1569367498.6441
MEM 106.050781 1569367498.7448
MEM 106.050781 1569367498.8452
MEM 106.050781 1569367498.9457
MEM 106.050781 1569367499.0470
MEM 106.050781 1569367499.1475
MEM 106.050781 1569367499.2479
MEM 106.050781 1569367499.3483
MEM 106.050781 1569367499.4488
MEM 106.050781 1569367499.5492
MEM 106.050781 1569367499.6496
MEM 106.050781 1569367499.7500
MEM 106.050781 1569367499.8505
MEM 106.050781 1569367499.9510
MEM 106.050781 1569367500.0514
MEM 106.050781 1569367500.1518
MEM 106.050781 1569367500.2522
MEM 106.050781 1569367500.3527
MEM 106.050781 1569367500.4531
MEM 106.050781 1569367500.5536
MEM 106.050781 1569367500.6540
MEM 106.050781 1569367500.7544
MEM 106.050781 1569367500.8548
MEM 106.050781 1569367500.9553
MEM 106.050781 1569367501.0557
MEM 106.050781 1569367501.1561
MEM 106.050781 1569367501.2566
MEM 106.050781 1569367501.3571
MEM 106.050781 1569367501.4575
MEM 106.050781 1569367501.5580
MEM 106.050781 1569367501.6584
MEM 106.050781 1569367501.7588
MEM 106.050781 1569367501.8592
MEM 106.050781 1569367501.9597
MEM 106.050781 1569367502.0602
MEM 106.050781 1569367502.1607
MEM 106.050781 1569367502.2612
MEM 106.050781 1569367502.3616
MEM 106.050781 1569367502.4621
MEM 106.050781 1569367502.5625
MEM 106.050781 1569367502.6630
MEM 106.050781 1569367502.7634
MEM 106.050781 1569367502.8638
MEM 106.050781 1569367502.9643
MEM 106.050781 1569367503.0647
MEM 106.050781 1569367503.1651
MEM 106.050781 1569367503.2656
MEM 106.050781 1569367503.3660
MEM 106.050781 1569367503.4664
MEM 106.050781 1569367503.5669
MEM 106.050781 1569367503.6674
MEM 106.050781 1569367503.7679
MEM 106.050781 1569367503.8683
MEM 106.050781 1569367503.9688
MEM 106.050781 1569367504.0714
MEM 106.050781 1569367504.1718
MEM 106.050781 1569367504.2723
MEM 106.050781 1569367504.3727
MEM 106.050781 1569367504.4731
MEM 106.050781 1569367504.5735
MEM 106.050781 1569367504.6739
MEM 106.050781 1569367504.7743
MEM 106.050781 1569367504.8748
MEM 106.050781 1569367504.9752
MEM 106.050781 1569367505.0756
MEM 106.050781 1569367505.1760
MEM 106.050781 1569367505.2764
MEM 106.050781 1569367505.3768
MEM 106.050781 1569367505.4772
MEM 106.050781 1569367505.5777
MEM 106.050781 1569367505.6781
MEM 106.050781 1569367505.7785
MEM 106.050781 1569367505.8789
MEM 106.050781 1569367505.9793
MEM 106.050781 1569367506.0798
MEM 106.050781 1569367506.1802
MEM 106.050781 1569367506.2806
MEM 106.050781 1569367506.3811
MEM 106.050781 1569367506.4816
MEM 106.050781 1569367506.5820
MEM 106.050781 1569367506.6825
MEM 106.050781 1569367506.7829
MEM 106.050781 1569367506.8833
MEM 106.050781 1569367506.9838
MEM 106.050781 1569367507.0842
MEM 106.050781 1569367507.1849
MEM 106.050781 1569367507.2853
MEM 106.050781 1569367507.3857
MEM 106.050781 1569367507.4861
MEM 106.050781 1569367507.5866
MEM 106.050781 1569367507.6870
MEM 106.050781 1569367507.7875
MEM 106.050781 1569367507.8879
MEM 106.050781 1569367507.9884
MEM 106.050781 1569367508.0888
MEM 106.050781 1569367508.1892
MEM 106.050781 1569367508.2896
MEM 106.050781 1569367508.3901
MEM 106.050781 1569367508.4905
MEM 106.050781 1569367508.5909
MEM 106.050781 1569367508.6914
MEM 106.050781 1569367508.7919
MEM 106.050781 1569367508.8925
MEM 106.050781 1569367508.9933
MEM 106.050781 1569367509.0936
MEM 106.050781 1569367509.1944
MEM 106.050781 1569367509.2947
MEM 106.050781 1569367509.3951
MEM 106.050781 1569367509.4957
MEM 106.050781 1569367509.5961
MEM 106.050781 1569367509.6966
MEM 106.050781 1569367509.7970
MEM 106.050781 1569367509.8974
MEM 106.050781 1569367509.9978
MEM 106.050781 1569367510.0983
MEM 106.050781 1569367510.1987
MEM 106.050781 1569367510.2991
MEM 106.050781 1569367510.3996
MEM 106.050781 1569367510.5001
MEM 106.050781 1569367510.6006
MEM 106.050781 1569367510.7010
MEM 106.050781 1569367510.8014
MEM 106.050781 1569367510.9020
MEM 106.050781 1569367511.0024
MEM 106.050781 1569367511.1028
MEM 106.050781 1569367511.2032
MEM 106.050781 1569367511.3036
MEM 106.050781 1569367511.4041
MEM 106.050781 1569367511.5046
MEM 106.050781 1569367511.6051
MEM 106.050781 1569367511.7055
MEM 106.050781 1569367511.8059
MEM 106.050781 1569367511.9063
MEM 106.050781 1569367512.0068
MEM 106.050781 1569367512.1072
MEM 106.050781 1569367512.2077
MEM 106.050781 1569367512.3081
MEM 106.050781 1569367512.4086
MEM 106.050781 1569367512.5090
MEM 106.050781 1569367512.6094
MEM 106.050781 1569367512.7099
MEM 106.050781 1569367512.8103
MEM 106.050781 1569367512.9108
MEM 106.050781 1569367513.0112
MEM 106.050781 1569367513.1117
MEM 106.050781 1569367513.2121
MEM 106.050781 1569367513.3126
MEM 106.050781 1569367513.4130
MEM 106.050781 1569367513.5134
MEM 106.050781 1569367513.6138
MEM 106.050781 1569367513.7142
MEM 106.050781 1569367513.8146
MEM 106.050781 1569367513.9150
MEM 106.050781 1569367514.0154
MEM 106.050781 1569367514.1159
MEM 106.050781 1569367514.2163
MEM 106.050781 1569367514.3193
MEM 106.050781 1569367514.4197
MEM 106.050781 1569367514.5202
MEM 106.050781 1569367514.6207
MEM 106.050781 1569367514.7211
MEM 106.050781 1569367514.8215
MEM 106.050781 1569367514.9219
MEM 106.050781 1569367515.0224
MEM 106.050781 1569367515.1228
MEM 106.050781 1569367515.2233
MEM 106.050781 1569367515.3238
MEM 106.050781 1569367515.4243
MEM 106.050781 1569367515.5247
MEM 106.050781 1569367515.6252
MEM 106.050781 1569367515.7256
MEM 106.050781 1569367515.8260
MEM 106.050781 1569367515.9264
MEM 106.050781 1569367516.0270
MEM 106.050781 1569367516.1274
MEM 106.050781 1569367516.2278
MEM 106.050781 1569367516.3282
MEM 106.050781 1569367516.4287
MEM 106.050781 1569367516.5291
MEM 106.050781 1569367516.6296
MEM 106.050781 1569367516.7300
MEM 106.050781 1569367516.8305
MEM 106.050781 1569367516.9310
MEM 106.050781 1569367517.0315
MEM 106.050781 1569367517.1319
MEM 106.050781 1569367517.2323
MEM 106.050781 1569367517.3328
MEM 106.050781 1569367517.4333
MEM 106.050781 1569367517.5337
MEM 106.050781 1569367517.6341
MEM 106.050781 1569367517.7345
MEM 106.050781 1569367517.8349
MEM 106.050781 1569367517.9353
MEM 106.050781 1569367518.0358
MEM 106.050781 1569367518.1363
MEM 106.050781 1569367518.2368
MEM 106.050781 1569367518.3372
MEM 106.050781 1569367518.4376
MEM 106.050781 1569367518.5380
MEM 106.050781 1569367518.6385
MEM 106.050781 1569367518.7389
MEM 106.050781 1569367518.8393
MEM 106.050781 1569367518.9398
MEM 106.050781 1569367519.0402
MEM 106.050781 1569367519.1407
MEM 106.050781 1569367519.2449
MEM 106.050781 1569367519.3488
MEM 106.050781 1569367519.4493
MEM 106.050781 1569367519.5497
MEM 106.050781 1569367519.6518
MEM 106.050781 1569367519.7524
MEM 106.050781 1569367519.8529
MEM 106.050781 1569367519.9532
MEM 106.050781 1569367520.0536
MEM 106.050781 1569367520.1540
MEM 106.050781 1569367520.2545
MEM 106.050781 1569367520.3549
MEM 106.050781 1569367520.4553
MEM 106.050781 1569367520.5558
MEM 106.050781 1569367520.6563
MEM 106.050781 1569367520.7568
MEM 106.050781 1569367520.8572
MEM 106.050781 1569367520.9576
MEM 106.050781 1569367521.0580
MEM 106.050781 1569367521.1584
MEM 106.050781 1569367521.2589
MEM 106.050781 1569367521.3593
MEM 106.050781 1569367521.4597
MEM 106.050781 1569367521.5601
MEM 106.050781 1569367521.6606
MEM 106.050781 1569367521.7610
MEM 106.050781 1569367521.8614
MEM 106.050781 1569367521.9619
MEM 106.050781 1569367522.0623
MEM 106.050781 1569367522.1629
MEM 106.050781 1569367522.2634
MEM 106.050781 1569367522.3638
MEM 106.050781 1569367522.4642
MEM 106.050781 1569367522.5647
MEM 106.050781 1569367522.6651
MEM 106.050781 1569367522.7655
MEM 106.050781 1569367522.8659
MEM 106.050781 1569367522.9664
MEM 106.050781 1569367523.0668
MEM 106.050781 1569367523.1673
MEM 106.050781 1569367523.2677
MEM 106.050781 1569367523.3682
MEM 106.050781 1569367523.4687
MEM 106.050781 1569367523.5692
MEM 106.050781 1569367523.6696
MEM 106.050781 1569367523.7700
MEM 106.050781 1569367523.8704
MEM 106.050781 1569367523.9709
MEM 106.050781 1569367524.0714
MEM 106.050781 1569367524.1718
MEM 106.050781 1569367524.2722
MEM 106.050781 1569367524.3726
MEM 106.050781 1569367524.4730
MEM 106.050781 1569367524.5758
MEM 106.050781 1569367524.6762
MEM 106.050781 1569367524.7767
MEM 106.050781 1569367524.8771
MEM 106.050781 1569367524.9775
MEM 106.050781 1569367525.0779
MEM 106.050781 1569367525.1783
MEM 106.050781 1569367525.2788
MEM 106.050781 1569367525.3792
MEM 106.050781 1569367525.4796
MEM 106.050781 1569367525.5800
MEM 106.050781 1569367525.6804
MEM 106.050781 1569367525.7808
MEM 106.050781 1569367525.8812
MEM 106.050781 1569367525.9816
MEM 106.050781 1569367526.0820
MEM 106.050781 1569367526.1825
MEM 106.050781 1569367526.2829
MEM 106.050781 1569367526.3833
MEM 106.050781 1569367526.4837
MEM 106.050781 1569367526.5841
MEM 106.050781 1569367526.6846
MEM 106.050781 1569367526.7850
MEM 106.050781 1569367526.8854
MEM 106.050781 1569367526.9858
MEM 106.050781 1569367527.0862
MEM 106.050781 1569367527.1866
MEM 106.050781 1569367527.2870
MEM 106.050781 1569367527.3875
MEM 106.050781 1569367527.4879
MEM 106.050781 1569367527.5883
MEM 106.050781 1569367527.6888
MEM 106.050781 1569367527.7892
MEM 106.050781 1569367527.8897
MEM 106.050781 1569367527.9901
MEM 106.050781 1569367528.0905
MEM 106.050781 1569367528.1910
MEM 106.050781 1569367528.2914
MEM 106.050781 1569367528.3918
MEM 106.050781 1569367528.4922
MEM 106.050781 1569367528.5933
MEM 106.050781 1569367528.6937
MEM 106.050781 1569367528.7941
MEM 106.050781 1569367528.8945
MEM 106.050781 1569367528.9950
MEM 106.050781 1569367529.0954
MEM 106.050781 1569367529.1958
MEM 106.050781 1569367529.2962
MEM 106.050781 1569367529.3967
MEM 106.050781 1569367529.4971
MEM 106.050781 1569367529.5975
MEM 106.050781 1569367529.6993
MEM 106.050781 1569367529.7997
MEM 106.050781 1569367529.9001
MEM 106.050781 1569367530.0006
MEM 106.050781 1569367530.1010
MEM 106.050781 1569367530.2014
MEM 106.050781 1569367530.3018
MEM 106.050781 1569367530.4022
MEM 106.050781 1569367530.5028
MEM 106.050781 1569367530.6034
MEM 106.050781 1569367530.7038
MEM 106.050781 1569367530.8043
MEM 106.050781 1569367530.9047
MEM 106.050781 1569367531.0051
MEM 106.050781 1569367531.1055
MEM 106.050781 1569367531.2059
MEM 106.050781 1569367531.3073
MEM 106.050781 1569367531.4078
MEM 106.050781 1569367531.5082
MEM 106.050781 1569367531.6086
MEM 106.050781 1569367531.7090
MEM 106.050781 1569367531.8094
MEM 106.050781 1569367531.9098
MEM 106.050781 1569367532.0103
MEM 106.050781 1569367532.1107
MEM 106.050781 1569367532.2111
MEM 106.050781 1569367532.3116
MEM 106.050781 1569367532.4120
MEM 106.050781 1569367532.5124
MEM 106.050781 1569367532.6128
MEM 106.050781 1569367532.7132
MEM 106.050781 1569367532.8137
MEM 106.050781 1569367532.9142
MEM 106.050781 1569367533.0146
MEM 106.050781 1569367533.1150
MEM 106.050781 1569367533.2155
MEM 106.050781 1569367533.3159
MEM 106.050781 1569367533.4163
MEM 106.050781 1569367533.5167
MEM 106.050781 1569367533.6172
MEM 106.050781 1569367533.7176
MEM 106.050781 1569367533.8180
MEM 106.050781 1569367533.9184
MEM 106.050781 1569367534.0188
MEM 106.050781 1569367534.1192
MEM 106.050781 1569367534.2196
MEM 106.050781 1569367534.3201
MEM 106.050781 1569367534.4205
MEM 106.050781 1569367534.5209
MEM 106.050781 1569367534.6213
MEM 106.050781 1569367534.7217
MEM 106.050781 1569367534.8249
MEM 106.050781 1569367534.9253
MEM 106.050781 1569367535.0258
MEM 106.050781 1569367535.1262
MEM 106.050781 1569367535.2266
MEM 106.050781 1569367535.3270
MEM 106.050781 1569367535.4275
MEM 106.050781 1569367535.5279
MEM 106.050781 1569367535.6283
MEM 106.050781 1569367535.7288
MEM 106.050781 1569367535.8292
MEM 106.050781 1569367535.9296
MEM 106.050781 1569367536.0300
MEM 106.050781 1569367536.1304
MEM 106.050781 1569367536.2309
MEM 106.050781 1569367536.3313
MEM 106.050781 1569367536.4317
MEM 106.050781 1569367536.5321
MEM 106.050781 1569367536.6326
MEM 106.050781 1569367536.7330
MEM 106.050781 1569367536.8335
MEM 106.050781 1569367536.9340
MEM 106.050781 1569367537.0344
MEM 106.050781 1569367537.1348
MEM 106.050781 1569367537.2352
MEM 106.050781 1569367537.3357
MEM 106.050781 1569367537.4362
MEM 106.050781 1569367537.5366
MEM 106.050781 1569367537.6370
MEM 106.050781 1569367537.7374
MEM 106.050781 1569367537.8378
MEM 106.050781 1569367537.9383
MEM 106.050781 1569367538.0387
MEM 106.050781 1569367538.1391
MEM 106.050781 1569367538.2396
MEM 106.050781 1569367538.3400
MEM 106.050781 1569367538.4405
MEM 106.050781 1569367538.5408
MEM 106.050781 1569367538.6413
MEM 106.050781 1569367538.7417
MEM 106.050781 1569367538.8421
MEM 106.050781 1569367538.9425
MEM 106.050781 1569367539.0430
MEM 106.050781 1569367539.1434
MEM 106.050781 1569367539.2439
MEM 106.050781 1569367539.3443
MEM 106.050781 1569367539.4447
MEM 106.050781 1569367539.5451
MEM 106.050781 1569367539.6455
MEM 106.050781 1569367539.7474
MEM 106.050781 1569367539.8495
MEM 106.050781 1569367539.9504
MEM 106.050781 1569367540.0508
MEM 106.050781 1569367540.1516
MEM 106.050781 1569367540.2520
MEM 106.050781 1569367540.3524
MEM 106.050781 1569367540.4528
MEM 106.050781 1569367540.5532
MEM 106.050781 1569367540.6536
MEM 106.050781 1569367540.7540
MEM 106.050781 1569367540.8545
MEM 106.050781 1569367540.9549
MEM 106.050781 1569367541.0554
MEM 106.050781 1569367541.1558
MEM 106.050781 1569367541.2563
MEM 106.050781 1569367541.3568
MEM 106.050781 1569367541.4572
MEM 106.050781 1569367541.5577
MEM 106.050781 1569367541.6581
MEM 106.050781 1569367541.7585
MEM 106.050781 1569367541.8590
MEM 106.050781 1569367541.9594
MEM 106.050781 1569367542.0598
MEM 106.050781 1569367542.1603
MEM 106.050781 1569367542.2607
MEM 106.050781 1569367542.3611
MEM 106.050781 1569367542.4615
MEM 106.050781 1569367542.5620
MEM 106.050781 1569367542.6624
MEM 106.050781 1569367542.7628
MEM 106.050781 1569367542.8633
MEM 106.050781 1569367542.9637
MEM 106.050781 1569367543.0641
MEM 106.050781 1569367543.1646
MEM 106.050781 1569367543.2650
MEM 106.050781 1569367543.3654
MEM 106.050781 1569367543.4658
MEM 106.050781 1569367543.5662
MEM 106.050781 1569367543.6667
MEM 106.050781 1569367543.7671
MEM 106.050781 1569367543.8675
MEM 106.050781 1569367543.9679
MEM 106.050781 1569367544.0684
MEM 106.050781 1569367544.1688
MEM 106.050781 1569367544.2692
MEM 106.050781 1569367544.3696
MEM 106.050781 1569367544.4700
MEM 106.050781 1569367544.5704
MEM 106.050781 1569367544.6709
MEM 106.050781 1569367544.7713
MEM 106.050781 1569367544.8717
MEM 106.050781 1569367544.9721
MEM 106.050781 1569367545.0763
MEM 106.050781 1569367545.1767
MEM 106.050781 1569367545.2772
MEM 106.050781 1569367545.3776
MEM 106.050781 1569367545.4780
MEM 106.050781 1569367545.5784
MEM 106.050781 1569367545.6788
MEM 106.050781 1569367545.7793
MEM 106.050781 1569367545.8797
MEM 106.050781 1569367545.9802
MEM 106.050781 1569367546.0806
MEM 106.050781 1569367546.1810
MEM 106.050781 1569367546.2814
MEM 106.050781 1569367546.3818
MEM 106.050781 1569367546.4822
MEM 106.050781 1569367546.5826
MEM 106.050781 1569367546.6831
MEM 106.050781 1569367546.7835
MEM 106.050781 1569367546.8839
MEM 106.050781 1569367546.9844
MEM 106.050781 1569367547.0848
MEM 106.050781 1569367547.1852
MEM 106.050781 1569367547.2856
MEM 106.050781 1569367547.3860
MEM 106.050781 1569367547.4865
MEM 106.050781 1569367547.5870
MEM 106.050781 1569367547.6874
MEM 106.050781 1569367547.7878
MEM 106.050781 1569367547.8882
MEM 106.050781 1569367547.9886
MEM 106.050781 1569367548.0891
MEM 106.050781 1569367548.1895
MEM 106.050781 1569367548.2899
MEM 106.050781 1569367548.3903
MEM 106.050781 1569367548.4907
MEM 106.050781 1569367548.5911
MEM 106.050781 1569367548.6915
MEM 106.050781 1569367548.7920
MEM 106.050781 1569367548.8936
MEM 106.050781 1569367548.9939
MEM 106.050781 1569367549.0943
MEM 106.050781 1569367549.1947
MEM 106.050781 1569367549.2953
MEM 106.050781 1569367549.3958
MEM 106.050781 1569367549.4963
MEM 106.050781 1569367549.5967
MEM 106.050781 1569367549.6972
MEM 106.050781 1569367549.7976
MEM 106.050781 1569367549.8980
MEM 106.050781 1569367549.9984
MEM 106.050781 1569367550.0988
MEM 106.050781 1569367550.2016
MEM 106.050781 1569367550.3020
MEM 106.050781 1569367550.4025
MEM 106.050781 1569367550.5029
MEM 106.050781 1569367550.6033
MEM 106.050781 1569367550.7037
MEM 106.050781 1569367550.8041
MEM 106.050781 1569367550.9045
MEM 106.050781 1569367551.0048
MEM 106.050781 1569367551.1052
MEM 106.050781 1569367551.2055
MEM 106.050781 1569367551.3059
MEM 106.050781 1569367551.4063
MEM 106.050781 1569367551.5067
MEM 106.050781 1569367551.6072
MEM 106.050781 1569367551.7076
MEM 106.050781 1569367551.8080
MEM 106.050781 1569367551.9084
MEM 106.050781 1569367552.0088
MEM 106.050781 1569367552.1092
MEM 106.050781 1569367552.2097
MEM 106.050781 1569367552.3101
MEM 106.050781 1569367552.4105
MEM 106.050781 1569367552.5109
MEM 106.050781 1569367552.6113
MEM 106.050781 1569367552.7118
MEM 106.050781 1569367552.8122
MEM 106.050781 1569367552.9126
MEM 106.050781 1569367553.0131
MEM 106.050781 1569367553.1135
MEM 106.050781 1569367553.2140
MEM 106.050781 1569367553.3144
MEM 106.050781 1569367553.4148
MEM 106.050781 1569367553.5152
MEM 106.050781 1569367553.6157
MEM 106.050781 1569367553.7161
MEM 106.050781 1569367553.8166
MEM 106.050781 1569367553.9170
MEM 106.050781 1569367554.0174
MEM 106.050781 1569367554.1179
MEM 106.050781 1569367554.2183
MEM 106.050781 1569367554.3187
MEM 106.050781 1569367554.4191
MEM 106.050781 1569367554.5196
MEM 106.050781 1569367554.6200
MEM 106.050781 1569367554.7204
MEM 106.050781 1569367554.8208
MEM 106.050781 1569367554.9212
MEM 106.050781 1569367555.0217
MEM 106.050781 1569367555.1221
MEM 106.050781 1569367555.2225
MEM 106.050781 1569367555.3240
MEM 106.050781 1569367555.4245
MEM 106.050781 1569367555.5250
MEM 106.050781 1569367555.6254
MEM 106.050781 1569367555.7259
MEM 106.050781 1569367555.8263
MEM 106.050781 1569367555.9267
MEM 106.050781 1569367556.0272
MEM 106.050781 1569367556.1276
MEM 106.050781 1569367556.2280
MEM 106.050781 1569367556.3285
MEM 106.050781 1569367556.4288
MEM 106.050781 1569367556.5292
MEM 106.050781 1569367556.6296
MEM 106.050781 1569367556.7301
MEM 106.050781 1569367556.8305
MEM 106.050781 1569367556.9310
MEM 106.050781 1569367557.0315
MEM 106.050781 1569367557.1319
MEM 106.050781 1569367557.2323
MEM 106.050781 1569367557.3328
MEM 106.050781 1569367557.4332
MEM 106.050781 1569367557.5336
MEM 106.050781 1569367557.6340
MEM 106.050781 1569367557.7345
MEM 106.050781 1569367557.8349
MEM 106.050781 1569367557.9353
MEM 106.050781 1569367558.0357
MEM 106.050781 1569367558.1361
MEM 106.050781 1569367558.2366
MEM 106.050781 1569367558.3370
MEM 106.050781 1569367558.4374
MEM 106.050781 1569367558.5379
MEM 106.050781 1569367558.6383
MEM 106.050781 1569367558.7387
MEM 106.050781 1569367558.8392
MEM 106.050781 1569367558.9396
MEM 106.050781 1569367559.0400
MEM 106.050781 1569367559.1404
MEM 106.050781 1569367559.2408
MEM 106.050781 1569367559.3412
MEM 106.050781 1569367559.4416
MEM 106.050781 1569367559.5420
MEM 106.050781 1569367559.6425
MEM 106.050781 1569367559.7429
MEM 106.050781 1569367559.8433
MEM 106.050781 1569367559.9437
MEM 106.050781 1569367560.0441
MEM 106.050781 1569367560.1446
MEM 106.050781 1569367560.2458
MEM 106.050781 1569367560.3463
MEM 106.050781 1569367560.4470
MEM 106.050781 1569367560.5473
MEM 106.050781 1569367560.6479
MEM 106.050781 1569367560.7482
MEM 106.050781 1569367560.8487
MEM 106.050781 1569367560.9491
MEM 106.050781 1569367561.0494
MEM 106.050781 1569367561.1498
MEM 106.050781 1569367561.2502
