CMDLINE /usr/bin/python3 ./sl.py
MEM 106.050781 1569367435.1304
MEM 106.050781 1569367435.2308
MEM 106.050781 1569367435.3312
MEM 106.050781 1569367435.4316
MEM 106.050781 1569367435.5321
MEM 106.050781 1569367435.6325
MEM 106.050781 1569367435.7331
MEM 106.050781 1569367435.8336
MEM 106.050781 1569367435.9340
MEM 106.050781 1569367436.0344
MEM 106.050781 1569367436.1349
MEM 106.050781 1569367436.2353
MEM 106.050781 1569367436.3357
MEM 106.050781 1569367436.4361
MEM 106.050781 1569367436.5366
MEM 106.050781 1569367436.6370
MEM 106.050781 1569367436.7374
MEM 106.050781 1569367436.8378
MEM 106.050781 1569367436.9383
MEM 106.050781 1569367437.0387
MEM 106.050781 1569367437.1391
MEM 106.050781 1569367437.2395
MEM 106.050781 1569367437.3399
MEM 106.050781 1569367437.4418
MEM 106.050781 1569367437.5422
MEM 106.050781 1569367437.6440
MEM 106.050781 1569367437.7448
MEM 106.050781 1569367437.8452
MEM 106.050781 1569367437.9459
MEM 106.050781 1569367438.0462
MEM 106.050781 1569367438.1466
MEM 106.050781 1569367438.2472
MEM 106.050781 1569367438.3499
MEM 106.050781 1569367438.4503
MEM 106.050781 1569367438.5508
MEM 106.050781 1569367438.6515
MEM 106.050781 1569367438.7519
MEM 106.050781 1569367438.8523
MEM 106.050781 1569367438.9527
MEM 106.050781 1569367439.0538
MEM 106.050781 1569367439.1542
MEM 106.050781 1569367439.2546
MEM 106.050781 1569367439.3550
MEM 106.050781 1569367439.4555
MEM 106.050781 1569367439.5560
MEM 106.050781 1569367439.6564
MEM 106.050781 1569367439.7568
MEM 106.050781 1569367439.8572
MEM 106.050781 1569367439.9576
MEM 106.050781 1569367440.0581
MEM 106.050781 1569367440.1585
MEM 106.050781 1569367440.2589
MEM 106.050781 1569367440.3593
MEM 106.050781 1569367440.4598
MEM 106.050781 1569367440.5602
MEM 106.050781 1569367440.6606
MEM 106.050781 1569367440.7610
MEM 106.050781 1569367440.8614
MEM 106.050781 1569367440.9618
MEM 106.050781 1569367441.0622
MEM 106.050781 1569367441.1628
MEM 106.050781 1569367441.2632
MEM 106.050781 1569367441.3636
MEM 106.050781 1569367441.4640
MEM 106.050781 1569367441.5644
MEM 106.050781 1569367441.6648
MEM 106.050781 1569367441.7652
MEM 106.050781 1569367441.8656
MEM 106.050781 1569367441.9660
MEM 106.050781 1569367442.0665
MEM 106.050781 1569367442.1669
MEM 106.050781 1569367442.2673
MEM 106.050781 1569367442.3677
MEM 106.050781 1569367442.4682
MEM 106.050781 1569367442.5714
MEM 106.050781 1569367442.6719
MEM 106.050781 1569367442.7723
MEM 106.050781 1569367442.8727
MEM 106.050781 1569367442.9731
MEM 106.050781 1569367443.0736
MEM 106.050781 1569367443.1740
MEM 106.050781 1569367443.2744
MEM 106.050781 1569367443.3748
MEM 106.050781 1569367443.4753
MEM 106.050781 1569367443.5757
MEM 106.050781 1569367443.6761
MEM 106.050781 1569367443.7765
MEM 106.050781 1569367443.8769
MEM 106.050781 1569367443.9773
MEM 106.050781 1569367444.0778
MEM 106.050781 1569367444.1782
MEM 106.050781 1569367444.2786
MEM 106.050781 1569367444.3790
MEM 106.050781 1569367444.4794
MEM 106.050781 1569367444.5799
MEM 106.050781 1569367444.6803
MEM 106.050781 1569367444.7807
MEM 106.050781 1569367444.8811
MEM 106.050781 1569367444.9815
MEM 106.050781 1569367445.0820
MEM 106.050781 1569367445.1824
MEM 106.050781 1569367445.2828
MEM 106.050781 1569367445.3833
MEM 106.050781 1569367445.4837
MEM 106.050781 1569367445.5841
MEM 106.050781 1569367445.6846
MEM 106.050781 1569367445.7850
MEM 106.050781 1569367445.8854
MEM 106.050781 1569367445.9858
MEM 106.050781 1569367446.0862
MEM 106.050781 1569367446.1866
MEM 106.050781 1569367446.2870
MEM 106.050781 1569367446.3874
MEM 106.050781 1569367446.4880
MEM 106.050781 1569367446.5884
MEM 106.050781 1569367446.6888
MEM 106.050781 1569367446.7893
MEM 106.050781 1569367446.8897
MEM 106.050781 1569367446.9900
MEM 106.050781 1569367447.0904
MEM 106.050781 1569367447.1907
MEM 106.050781 1569367447.2913
MEM 106.050781 1569367447.3919
MEM 106.050781 1569367447.4927
MEM 106.050781 1569367447.5931
MEM 106.050781 1569367447.6961
MEM 106.050781 1569367447.7965
MEM 106.050781 1569367447.8969
MEM 106.050781 1569367447.9973
MEM 106.050781 1569367448.0977
MEM 106.050781 1569367448.1982
MEM 106.050781 1569367448.2986
MEM 106.050781 1569367448.3990
MEM 106.050781 1569367448.4994
MEM 106.050781 1569367448.5998
MEM 106.050781 1569367448.7002
MEM 106.050781 1569367448.8006
MEM 106.050781 1569367448.9011
MEM 106.050781 1569367449.0015
MEM 106.050781 1569367449.1020
MEM 106.050781 1569367449.2024
MEM 106.050781 1569367449.3029
MEM 106.050781 1569367449.4033
MEM 106.050781 1569367449.5038
MEM 106.050781 1569367449.6043
MEM 106.050781 1569367449.7047
MEM 106.050781 1569367449.8051
MEM 106.050781 1569367449.9056
MEM 106.050781 1569367450.0060
MEM 106.050781 1569367450.1064
MEM 106.050781 1569367450.2068
MEM 106.050781 1569367450.3073
MEM 106.050781 1569367450.4077
MEM 106.050781 1569367450.5082
MEM 106.050781 1569367450.6087
MEM 106.050781 1569367450.7091
MEM 106.050781 1569367450.8095
MEM 106.050781 1569367450.9100
MEM 106.050781 1569367451.0104
MEM 106.050781 1569367451.1108
MEM 106.050781 1569367451.2112
MEM 106.050781 1569367451.3116
MEM 106.050781 1569367451.4120
MEM 106.050781 1569367451.5125
MEM 106.050781 1569367451.6129
MEM 106.050781 1569367451.7134
MEM 106.050781 1569367451.8138
MEM 106.050781 1569367451.9142
MEM 106.050781 1569367452.0146
MEM 106.050781 1569367452.1150
MEM 106.050781 1569367452.2155
MEM 106.050781 1569367452.3159
MEM 106.050781 1569367452.4163
MEM 106.050781 1569367452.5168
MEM 106.050781 1569367452.6173
MEM 106.050781 1569367452.7177
MEM 106.050781 1569367452.8192
MEM 106.050781 1569367452.9196
MEM 106.050781 1569367453.0201
MEM 106.050781 1569367453.1205
MEM 106.050781 1569367453.2209
MEM 106.050781 1569367453.3214
MEM 106.050781 1569367453.4218
MEM 106.050781 1569367453.5222
MEM 106.050781 1569367453.6226
MEM 106.050781 1569367453.7230
MEM 106.050781 1569367453.8235
MEM 106.050781 1569367453.9239
MEM 106.050781 1569367454.0243
MEM 106.050781 1569367454.1247
MEM 106.050781 1569367454.2251
MEM 106.050781 1569367454.3255
MEM 106.050781 1569367454.4261
MEM 106.050781 1569367454.5267
MEM 106.050781 1569367454.6272
MEM 106.050781 1569367454.7276
MEM 106.050781 1569367454.8280
MEM 106.050781 1569367454.9285
MEM 106.050781 1569367455.0289
MEM 106.050781 1569367455.1293
MEM 106.050781 1569367455.2298
MEM 106.050781 1569367455.3302
MEM 106.050781 1569367455.4306
MEM 106.050781 1569367455.5310
MEM 106.050781 1569367455.6318
MEM 106.050781 1569367455.7322
MEM 106.050781 1569367455.8329
MEM 106.050781 1569367455.9333
MEM 106.050781 1569367456.0336
MEM 106.050781 1569367456.1340
MEM 106.050781 1569367456.2344
MEM 106.050781 1569367456.3348
MEM 106.050781 1569367456.4352
MEM 106.050781 1569367456.5356
MEM 106.050781 1569367456.6360
MEM 106.050781 1569367456.7364
MEM 106.050781 1569367456.8368
MEM 106.050781 1569367456.9372
MEM 106.050781 1569367457.0376
MEM 106.050781 1569367457.1380
MEM 106.050781 1569367457.2384
MEM 106.050781 1569367457.3388
MEM 106.050781 1569367457.4392
MEM 106.050781 1569367457.5396
MEM 106.050781 1569367457.6401
MEM 106.050781 1569367457.7405
MEM 106.050781 1569367457.8408
MEM 106.050781 1569367457.9438
MEM 106.050781 1569367458.0442
MEM 106.050781 1569367458.1446
MEM 106.050781 1569367458.2450
MEM 106.050781 1569367458.3454
MEM 106.050781 1569367458.4458
MEM 106.050781 1569367458.5463
MEM 106.050781 1569367458.6467
MEM 106.050781 1569367458.7471
MEM 106.050781 1569367458.8479
MEM 106.050781 1569367458.9484
MEM 106.050781 1569367459.0489
MEM 106.050781 1569367459.1494
MEM 106.050781 1569367459.2498
MEM 106.050781 1569367459.3504
MEM 106.050781 1569367459.4510
MEM 106.050781 1569367459.5514
MEM 106.050781 1569367459.6518
MEM 106.050781 1569367459.7522
MEM 106.050781 1569367459.8527
MEM 106.050781 1569367459.9531
MEM 106.050781 1569367460.0536
MEM 106.050781 1569367460.1540
MEM 106.050781 1569367460.2544
MEM 106.050781 1569367460.3548
MEM 106.050781 1569367460.4553
MEM 106.050781 1569367460.5557
MEM 106.050781 1569367460.6561
MEM 106.050781 1569367460.7565
MEM 106.050781 1569367460.8570
MEM 106.050781 1569367460.9574
MEM 106.050781 1569367461.0578
MEM 106.050781 1569367461.1582
MEM 106.050781 1569367461.2586
MEM 106.050781 1569367461.3590
MEM 106.050781 1569367461.4595
MEM 106.050781 1569367461.5599
MEM 106.050781 1569367461.6603
MEM 106.050781 1569367461.7608
MEM 106.050781 1569367461.8612
MEM 106.050781 1569367461.9616
MEM 106.050781 1569367462.0621
MEM 106.050781 1569367462.1625
MEM 106.050781 1569367462.2630
MEM 106.050781 1569367462.3634
MEM 106.050781 1569367462.4638
MEM 106.050781 1569367462.5642
MEM 106.050781 1569367462.6647
MEM 106.050781 1569367462.7652
MEM 106.050781 1569367462.8656
MEM 106.050781 1569367462.9660
MEM 106.050781 1569367463.0675
MEM 106.050781 1569367463.1679
MEM 106.050781 1569367463.2683
MEM 106.050781 1569367463.3690
MEM 106.050781 1569367463.4694
MEM 106.050781 1569367463.5698
MEM 106.050781 1569367463.6702
MEM 106.050781 1569367463.7706
MEM 106.050781 1569367463.8710
MEM 106.050781 1569367463.9715
MEM 106.050781 1569367464.0719
MEM 106.050781 1569367464.1723
MEM 106.050781 1569367464.2728
MEM 106.050781 1569367464.3732
MEM 106.050781 1569367464.4737
MEM 106.050781 1569367464.5743
MEM 106.050781 1569367464.6748
MEM 106.050781 1569367464.7752
MEM 106.050781 1569367464.8756
MEM 106.050781 1569367464.9760
MEM 106.050781 1569367465.0764
MEM 106.050781 1569367465.1768
MEM 106.050781 1569367465.2772
MEM 106.050781 1569367465.3798
MEM 106.050781 1569367465.4802
MEM 106.050781 1569367465.5806
MEM 106.050781 1569367465.6812
MEM 106.050781 1569367465.7837
MEM 106.050781 1569367465.8840
MEM 106.050781 1569367465.9844
MEM 106.050781 1569367466.0848
MEM 106.050781 1569367466.1852
MEM 106.050781 1569367466.2856
MEM 106.050781 1569367466.3861
MEM 106.050781 1569367466.4865
MEM 106.050781 1569367466.5869
MEM 106.050781 1569367466.6873
MEM 106.050781 1569367466.7877
MEM 106.050781 1569367466.8881
MEM 106.050781 1569367466.9886
MEM 106.050781 1569367467.0890
MEM 106.050781 1569367467.1894
MEM 106.050781 1569367467.2898
MEM 106.050781 1569367467.3902
MEM 106.050781 1569367467.4906
MEM 106.050781 1569367467.5910
MEM 106.050781 1569367467.6914
MEM 106.050781 1569367467.7918
MEM 106.050781 1569367467.8922
MEM 106.050781 1569367467.9926
MEM 106.050781 1569367468.0930
MEM 106.050781 1569367468.1960
MEM 106.050781 1569367468.2964
MEM 106.050781 1569367468.3968
MEM 106.050781 1569367468.4972
MEM 106.050781 1569367468.5976
MEM 106.050781 1569367468.6980
MEM 106.050781 1569367468.7984
MEM 106.050781 1569367468.8989
MEM 106.050781 1569367468.9993
MEM 106.050781 1569367469.0997
MEM 106.050781 1569367469.2001
MEM 106.050781 1569367469.3006
MEM 106.050781 1569367469.4010
MEM 106.050781 1569367469.5014
MEM 106.050781 1569367469.6018
MEM 106.050781 1569367469.7023
MEM 106.050781 1569367469.8028
MEM 106.050781 1569367469.9032
MEM 106.050781 1569367470.0036
MEM 106.050781 1569367470.1040
MEM 106.050781 1569367470.2045
MEM 106.050781 1569367470.3048
MEM 106.050781 1569367470.4052
MEM 106.050781 1569367470.5056
MEM 106.050781 1569367470.6060
MEM 106.050781 1569367470.7065
MEM 106.050781 1569367470.8069
MEM 106.050781 1569367470.9073
MEM 106.050781 1569367471.0077
MEM 106.050781 1569367471.1081
MEM 106.050781 1569367471.2086
MEM 106.050781 1569367471.3090
MEM 106.050781 1569367471.4094
MEM 106.050781 1569367471.5098
MEM 106.050781 1569367471.6102
MEM 106.050781 1569367471.7107
MEM 106.050781 1569367471.8111
MEM 106.050781 1569367471.9115
MEM 106.050781 1569367472.0119
MEM 106.050781 1569367472.1123
MEM 106.050781 1569367472.2128
MEM 106.050781 1569367472.3132
MEM 106.050781 1569367472.4136
MEM 106.050781 1569367472.5140
MEM 106.050781 1569367472.6144
MEM 106.050781 1569367472.7149
MEM 106.050781 1569367472.8153
MEM 106.050781 1569367472.9157
MEM 106.050781 1569367473.0160
MEM 106.050781 1569367473.1165
MEM 106.050781 1569367473.2168
MEM 106.050781 1569367473.3195
MEM 106.050781 1569367473.4199
MEM 106.050781 1569367473.5203
MEM 106.050781 1569367473.6208
MEM 106.050781 1569367473.7212
MEM 106.050781 1569367473.8216
MEM 106.050781 1569367473.9220
MEM 106.050781 1569367474.0224
MEM 106.050781 1569367474.1228
MEM 106.050781 1569367474.2233
MEM 106.050781 1569367474.3237
MEM 106.050781 1569367474.4241
MEM 106.050781 1569367474.5245
MEM 106.050781 1569367474.6249
MEM 106.050781 1569367474.7253
MEM 106.050781 1569367474.8257
MEM 106.050781 1569367474.9262
MEM 106.050781 1569367475.0266
MEM 106.050781 1569367475.1270
MEM 106.050781 1569367475.2275
MEM 106.050781 1569367475.3279
MEM 106.050781 1569367475.4284
MEM 106.050781 1569367475.5288
MEM 106.050781 1569367475.6292
MEM 106.050781 1569367475.7296
MEM 106.050781 1569367475.8300
MEM 106.050781 1569367475.9304
MEM 106.050781 1569367476.0308
MEM 106.050781 1569367476.1312
MEM 106.050781 1569367476.2317
MEM 106.050781 1569367476.3321
MEM 106.050781 1569367476.4325
MEM 106.050781 1569367476.5329
MEM 106.050781 1569367476.6333
MEM 106.050781 1569367476.7340
MEM 106.050781 1569367476.8344
MEM 106.050781 1569367476.9348
MEM 106.050781 1569367477.0352
MEM 106.050781 1569367477.1356
MEM 106.050781 1569367477.2408
MEM 106.050781 1569367477.3413
MEM 106.050781 1569367477.4429
MEM 106.050781 1569367477.5433
MEM 106.050781 1569367477.6438
MEM 106.050781 1569367477.7442
MEM 106.050781 1569367477.8446
MEM 106.050781 1569367477.9450
MEM 106.050781 1569367478.0454
MEM 106.050781 1569367478.1458
MEM 106.050781 1569367478.2462
MEM 106.050781 1569367478.3466
MEM 106.050781 1569367478.4497
MEM 106.050781 1569367478.5501
MEM 106.050781 1569367478.6506
