CMDLINE /usr/bin/python3 ./sl.py
MEM 0.003906 1569447123.0868
MEM 14.500000 1569447123.1872
MEM 30.437500 1569447123.2876
MEM 47.429688 1569447123.3880
MEM 56.695312 1569447123.4884
MEM 62.105469 1569447123.5888
MEM 75.437500 1569447123.6892
MEM 84.214844 1569447123.7895
MEM 90.210938 1569447123.8900
MEM 96.921875 1569447123.9904
MEM 102.292969 1569447124.0907
MEM 102.566406 1569447124.1912
